,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
11160,Landry Shamet,BKN,24.0,193.04,86.18248,Wichita State,USA,2018,1,26,61,9.3,1.8,1.6,1.1,0.008,0.067,0.16399999999999998,0.578,0.09699999999999999,2020-21
11161,Langston Galloway,PHX,29.0,185.42,90.7184,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,40,4.8,1.1,0.7,3.2,0.017,0.08,0.163,0.605,0.08,2020-21
11162,Larry Nance Jr.,CLE,28.0,200.66,111.13004,Wyoming,USA,2015,1,27,35,9.3,6.7,3.1,-5.6,0.049,0.16899999999999998,0.139,0.557,0.145,2020-21
11163,Lauri Markkanen,CHI,24.0,213.36,108.86208,Arizona,Finland,2017,1,7,51,13.6,5.3,0.9,-2.8,0.027000000000000003,0.17300000000000001,0.19699999999999998,0.619,0.051,2020-21
11164,LeBron James,LAL,36.0,205.74,113.398,None,USA,2003,1,1,45,25.0,7.7,7.8,9.2,0.02,0.20199999999999999,0.31,0.602,0.39399999999999996,2020-21
11165,Lonnie Walker IV,SAS,22.0,193.04,92.532768,Miami,USA,2018,1,18,60,11.2,2.6,1.7,-6.3,0.009000000000000001,0.09300000000000001,0.19899999999999998,0.523,0.095,2020-21
11166,Lonzo Ball,NOP,23.0,198.12,86.18248,UCLA,USA,2017,1,2,55,14.6,4.8,5.7,0.5,0.018000000000000002,0.129,0.20199999999999999,0.551,0.24600000000000002,2020-21
11167,Luguentz Dort,OKC,22.0,190.5,97.52228000000001,Arizona State,Canada,Undrafted,Undrafted,Undrafted,52,14.0,3.6,1.7,-7.2,0.023,0.092,0.218,0.513,0.09,2020-21
11168,Louis King,SAC,22.0,200.66,92.98635999999999,Oregon,USA,Undrafted,Undrafted,Undrafted,6,7.3,3.0,1.5,-3.3,0.051,0.135,0.191,0.6,0.18,2020-21
11169,Malcolm Brogdon,IND,28.0,195.58,103.872568,Virginia,USA,2016,2,36,56,21.2,5.3,5.9,-0.5,0.028999999999999998,0.11800000000000001,0.257,0.561,0.271,2020-21
11170,Luka Doncic,DAL,22.0,200.66,104.32616,None,Slovenia,2018,1,3,66,27.7,8.0,8.6,3.9,0.024,0.20199999999999999,0.35,0.5870000000000001,0.425,2020-21
11171,Malachi Flynn,TOR,23.0,185.42,79.3786,San Diego State,USA,2020,1,29,47,7.5,2.5,2.9,-5.6,0.01,0.114,0.183,0.484,0.225,2020-21
11172,Luke Kennard,LAC,25.0,195.58,93.439952,Duke,USA,2017,1,12,63,8.3,2.6,1.7,-0.4,0.013000000000000001,0.11800000000000001,0.166,0.608,0.12,2020-21
11173,Luke Kornet,BOS,25.0,218.44,113.398,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,31,3.4,2.2,0.8,5.8,0.040999999999999995,0.14400000000000002,0.135,0.511,0.095,2020-21
11174,Lou Williams,ATL,34.0,185.42,79.3786,None,USA,2005,2,45,66,11.3,2.1,3.4,1.8,0.015,0.08,0.244,0.519,0.233,2020-21
11175,Luka Samanic,SAS,21.0,208.28,102.965384,None,Croatia,2019,1,19,33,3.7,2.1,0.5,-2.0,0.049,0.158,0.187,0.518,0.073,2020-21
11176,Killian Tillie,MEM,23.0,205.74,99.79024,Gonzaga,France,Undrafted,Undrafted,Undrafted,18,3.2,1.3,0.4,9.6,0.031,0.08199999999999999,0.14800000000000002,0.461,0.063,2020-21
11177,LaMelo Ball,CHA,19.0,198.12,81.64656,None,USA,2020,1,3,51,15.7,5.9,6.1,-3.1,0.040999999999999995,0.161,0.247,0.539,0.322,2020-21
11178,Khem Birch,TOR,28.0,205.74,105.68693600000002,UNLV,Canada,Undrafted,Undrafted,Undrafted,67,7.2,5.8,1.3,-3.6,0.10099999999999999,0.138,0.133,0.552,0.085,2020-21
11179,Malik Beasley,MIN,24.0,193.04,84.821704,Florida State,USA,2016,1,19,37,19.6,4.4,2.4,-7.2,0.021,0.11199999999999999,0.235,0.57,0.114,2020-21
11180,Khris Middleton,MIL,29.0,200.66,100.697424,Texas A&M,USA,2012,2,39,68,20.4,6.0,5.4,6.2,0.023,0.14300000000000002,0.245,0.588,0.22699999999999998,2020-21
11181,Khyri Thomas,HOU,25.0,190.5,95.25432,Creighton,USA,2018,2,38,5,16.4,3.6,5.0,7.3,0.047,0.07200000000000001,0.20800000000000002,0.586,0.21,2020-21
11182,Killian Hayes,DET,19.0,195.58,88.45044,None,France,2020,1,7,26,6.8,2.7,5.3,-10.1,0.009000000000000001,0.092,0.185,0.42200000000000004,0.299,2020-21
11183,Kira Lewis Jr.,NOP,20.0,185.42,77.11064,Alabama,USA,2020,1,13,54,6.4,1.3,2.3,0.8,0.012,0.064,0.17600000000000002,0.47700000000000004,0.191,2020-21
11184,Kostas Antetokounmpo,LAL,23.0,208.28,90.7184,Dayton,Greece,2018,2,60,15,0.8,1.3,0.1,22.1,0.059000000000000004,0.21100000000000002,0.172,0.382,0.023,2020-21
11185,Kris Dunn,ATL,27.0,190.5,92.98635999999999,Providence,USA,2016,1,5,4,1.3,1.5,0.5,-31.4,0.0,0.125,0.157,0.182,0.08,2020-21
11186,Kristaps Porzingis,DAL,25.0,220.98,108.86208,None,Latvia,2015,1,4,43,20.1,8.9,1.6,0.7,0.062,0.21899999999999997,0.259,0.5820000000000001,0.081,2020-21
11187,Kyle Anderson,MEM,27.0,205.74,104.32616,UCLA,USA,2014,1,30,69,12.4,5.7,3.6,1.6,0.026000000000000002,0.17300000000000001,0.18100000000000002,0.578,0.182,2020-21
11188,Kyle Guy,SAC,23.0,185.42,75.749864,Virginia,USA,2019,2,55,31,2.8,1.1,1.0,-4.2,0.019,0.128,0.185,0.449,0.184,2020-21
11189,Kyle Kuzma,LAL,25.0,208.28,100.243832,Utah,USA,2017,1,27,68,12.9,6.1,1.9,-0.6,0.054000000000000006,0.157,0.198,0.546,0.1,2020-21
11190,Kyle Lowry,TOR,35.0,182.88,88.904032,Villanova,USA,2006,1,24,46,17.2,5.4,7.3,-0.3,0.021,0.133,0.209,0.593,0.311,2020-21
11191,Kyrie Irving,BKN,29.0,187.96,88.45044,Duke,Australia,2011,1,1,54,26.9,4.8,6.0,5.6,0.028999999999999998,0.10099999999999999,0.297,0.614,0.26899999999999996,2020-21
11192,LaMarcus Aldridge,BKN,35.0,210.82,113.398,University of Texas at Austin,USA,2006,1,2,26,13.5,4.5,1.9,-2.8,0.027000000000000003,0.14800000000000002,0.22399999999999998,0.556,0.109,2020-21
11193,Lamar Stevens,CLE,23.0,198.12,104.32616,Penn State,USA,Undrafted,Undrafted,Undrafted,40,4.1,2.4,0.6,-10.4,0.044000000000000004,0.145,0.152,0.521,0.079,2020-21
11194,Malik Fitts,LAC,23.0,203.2,104.32616,None,USA,Undrafted,Undrafted,Undrafted,3,1.0,1.0,0.0,-27.3,0.0,0.3,0.12,0.5,0.0,2020-21
11195,Mo Bamba,ORL,23.0,213.36,104.779752,Texas-Austin,USA,2018,1,6,46,8.0,5.8,0.8,-12.9,0.091,0.24,0.21,0.556,0.08199999999999999,2020-21
11196,Mamadi Diakite,MIL,24.0,205.74,103.418976,Virginia,Guinea,Undrafted,Undrafted,Undrafted,14,3.1,2.4,0.6,3.8,0.052000000000000005,0.16,0.142,0.47700000000000004,0.079,2020-21
11197,Michael Porter Jr.,DEN,23.0,208.28,98.88305600000001,Missouri,USA,2018,1,14,61,19.0,7.3,1.1,8.3,0.051,0.18899999999999997,0.214,0.6629999999999999,0.052000000000000005,2020-21
11198,Mikal Bridges,PHX,24.0,198.12,94.800728,Villanova,USA,2018,1,10,72,13.5,4.3,2.1,7.4,0.035,0.099,0.147,0.667,0.085,2020-21
11199,Mike Conley,UTA,33.0,185.42,79.3786,Ohio State,USA,2007,1,4,51,16.2,3.5,6.0,16.7,0.024,0.08199999999999999,0.22399999999999998,0.589,0.303,2020-21
11200,Mike James,BKN,30.0,185.42,79.3786,Lamar,USA,Undrafted,Undrafted,Undrafted,13,7.7,2.5,4.2,4.1,0.013000000000000001,0.11199999999999999,0.231,0.48100000000000004,0.303,2020-21
11201,Mike Muscala,OKC,29.0,208.28,108.86208,Bucknell,USA,2013,2,44,35,9.7,3.8,0.8,0.6,0.027999999999999997,0.157,0.19399999999999998,0.599,0.069,2020-21
11202,Mike Scott,PHI,32.0,200.66,107.501304,Virginia,USA,2012,2,43,51,4.2,2.4,0.8,-0.2,0.012,0.129,0.11599999999999999,0.49200000000000005,0.064,2020-21
11203,Miles Bridges,CHA,23.0,198.12,102.0582,Michigan State,USA,2018,1,12,66,12.7,6.0,2.2,0.3,0.040999999999999995,0.158,0.17,0.625,0.113,2020-21
11204,Mitchell Robinson,NYK,23.0,213.36,108.86208,Western Kentucky,USA,2018,2,36,31,8.3,8.1,0.5,-0.4,0.124,0.155,0.114,0.642,0.03,2020-21
11205,Miye Oni,UTA,23.0,195.58,93.439952,Yale,USA,2019,2,58,54,1.9,1.6,0.5,8.8,0.043,0.106,0.095,0.517,0.071,2020-21
11206,Monte Morris,DEN,26.0,187.96,83.007336,Iowa State,USA,2017,2,51,47,10.2,2.0,3.2,6.2,0.009000000000000001,0.071,0.161,0.574,0.172,2020-21
11207,Montrezl Harrell,LAL,27.0,200.66,108.86208,Louisville,USA,2015,2,32,69,13.5,6.2,1.1,1.4,0.1,0.16699999999999998,0.21100000000000002,0.65,0.078,2020-21
11208,Moritz Wagner,ORL,24.0,210.82,111.13004,Michigan,Germany,2018,1,25,45,6.9,3.2,1.1,-7.9,0.035,0.149,0.17800000000000002,0.58,0.107,2020-21
11209,Moses Brown,BOS,21.0,218.44,111.13004,UCLA,USA,Undrafted,Undrafted,Undrafted,43,8.6,8.9,0.2,-18.3,0.14300000000000002,0.23800000000000002,0.157,0.5720000000000001,0.017,2020-21
11210,Mychal Mulder,GSW,27.0,190.5,83.46092800000001,Kentucky,Canada,Undrafted,Undrafted,Undrafted,60,5.6,1.0,0.4,2.9,0.01,0.062,0.157,0.613,0.047,2020-21
11211,Kevon Looney,GSW,25.0,205.74,100.697424,UCLA,USA,2015,1,30,61,4.1,5.3,2.0,6.0,0.098,0.165,0.092,0.575,0.132,2020-21
11212,Michael Carter-Williams,ORL,29.0,195.58,86.18248,Syracuse,USA,2013,1,11,31,8.8,4.5,4.2,-2.5,0.044000000000000004,0.12300000000000001,0.198,0.449,0.23800000000000002,2020-21
11213,Malik Monk,CHA,23.0,190.5,90.7184,Kentucky,USA,2017,1,11,42,11.7,2.4,2.1,0.8,0.015,0.096,0.22699999999999998,0.569,0.155,2020-21
11214,Mfiondu Kabengele,CLE,23.0,205.74,113.398,Florida State,Canada,2019,1,27,39,2.4,1.5,0.4,-14.2,0.039,0.151,0.168,0.486,0.099,2020-21
11215,Max Strus,MIA,25.0,195.58,97.52228000000001,DePaul,USA,Undrafted,Undrafted,Undrafted,39,6.1,1.1,0.6,-4.2,0.011000000000000001,0.073,0.179,0.597,0.07400000000000001,2020-21
11216,Marc Gasol,LAL,36.0,210.82,115.66596000000001,None,Spain,2007,2,48,52,5.0,4.1,2.1,4.3,0.039,0.174,0.11699999999999999,0.606,0.145,2020-21
11217,Marcus Morris Sr.,LAC,31.0,203.2,98.88305600000001,Kansas,USA,2011,1,14,57,13.4,4.1,1.0,4.2,0.025,0.133,0.19399999999999998,0.614,0.055999999999999994,2020-21
11218,Marcus Smart,BOS,27.0,190.5,99.79024,Oklahoma State,USA,2014,1,6,48,13.1,3.5,5.7,2.8,0.022000000000000002,0.084,0.179,0.539,0.22699999999999998,2020-21
11219,Markelle Fultz,ORL,23.0,190.5,94.800728,Washington,USA,2017,1,1,8,12.9,3.1,5.4,-6.5,0.021,0.095,0.25,0.45799999999999996,0.293,2020-21
11220,Markieff Morris,LAL,31.0,205.74,111.13004,Kansas,USA,2011,1,13,61,6.7,4.4,1.2,0.8,0.04,0.17600000000000002,0.16,0.509,0.08800000000000001,2020-21
11221,Markus Howard,DEN,22.0,177.8,79.3786,Marquette,USA,Undrafted,Undrafted,Undrafted,37,2.8,0.6,0.5,-17.0,0.004,0.095,0.25,0.47700000000000004,0.145,2020-21
11222,Marques Bolden,CLE,23.0,208.28,112.94440800000001,Duke,USA,2019,Undrafted,Undrafted,6,1.2,1.0,0.0,12.3,0.083,0.08800000000000001,0.136,0.537,0.0,2020-21
11223,Marquese Chriss,GSW,23.0,205.74,108.86208,Washington,USA,2016,1,8,2,6.5,6.5,1.0,-40.3,0.075,0.385,0.25,0.41200000000000003,0.2,2020-21
11224,Marvin Bagley III,SAC,22.0,210.82,106.59411999999999,Duke,USA,2018,1,2,43,14.1,7.4,1.0,-3.7,0.092,0.188,0.22899999999999998,0.5539999999999999,0.057,2020-21
11225,Mason Jones,PHI,22.0,193.04,90.7184,Arkansas,USA,Undrafted,Undrafted,Undrafted,32,5.3,1.7,1.3,-9.9,0.018000000000000002,0.145,0.217,0.556,0.21100000000000002,2020-21
11226,Mason Plumlee,DET,31.0,210.82,115.212368,Duke,USA,2013,1,22,56,10.4,9.3,3.6,-4.9,0.095,0.264,0.163,0.638,0.205,2020-21
11227,Matisse Thybulle,PHI,24.0,195.58,91.171992,Washington,USA,2019,1,20,65,3.9,1.9,1.0,4.6,0.023,0.07,0.09,0.508,0.064,2020-21
11228,Matt Thomas,UTA,26.0,193.04,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,45,3.1,1.0,0.4,-9.3,0.02,0.11199999999999999,0.187,0.522,0.096,2020-21
11229,Matthew Dellavedova,CLE,30.0,190.5,90.7184,St.Mary's College of California,Australia,Undrafted,Undrafted,Undrafted,13,2.8,1.8,4.5,-3.1,0.028999999999999998,0.085,0.125,0.312,0.337,2020-21
11230,Maurice Harkless,SAC,28.0,200.66,99.79024,St. John's,USA,2012,1,15,37,5.2,2.4,1.2,-2.9,0.017,0.09699999999999999,0.114,0.527,0.071,2020-21
11231,Meyers Leonard,MIA,29.0,213.36,117.93392,Illinois,USA,2012,1,11,3,3.3,2.3,0.7,-1.4,0.0,0.24100000000000002,0.152,0.635,0.105,2020-21
11232,Kevin Porter Jr.,HOU,21.0,193.04,92.079176,Southern California,USA,2019,1,30,26,16.6,3.8,6.3,-12.6,0.022000000000000002,0.098,0.247,0.528,0.293,2020-21
11233,Jaylen Adams,MIL,25.0,182.88,102.0582,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,7,0.3,0.4,0.3,-31.0,0.0,0.14300000000000002,0.17800000000000002,0.125,0.2,2020-21
11234,Kevin Knox II,NYK,21.0,200.66,97.52228000000001,Kentucky,USA,2018,1,9,42,3.9,1.5,0.5,-3.5,0.02,0.10099999999999999,0.152,0.537,0.064,2020-21
11235,Jeremy Lamb,IND,29.0,195.58,81.64656,Connecticut,USA,2012,1,12,36,10.1,3.6,1.5,-0.3,0.032,0.13699999999999998,0.18,0.5870000000000001,0.094,2020-21
11236,Jerome Robinson,WAS,24.0,193.04,86.18248,Boston College,USA,2018,1,13,17,4.9,2.2,1.5,-13.1,0.011000000000000001,0.105,0.161,0.4,0.114,2020-21
11237,Jevon Carter,PHX,25.0,185.42,90.7184,West Virginia,USA,2018,2,32,60,4.1,1.5,1.2,3.3,0.022000000000000002,0.107,0.146,0.5479999999999999,0.136,2020-21
11238,Jimmy Butler,MIA,31.0,200.66,104.32616,Marquette,USA,2011,1,30,52,21.5,6.9,7.1,5.2,0.055999999999999994,0.153,0.259,0.607,0.345,2020-21
11239,Joe Harris,BKN,29.0,198.12,99.79024,Virginia,USA,2014,2,33,69,14.1,3.6,1.9,6.9,0.021,0.09,0.157,0.6629999999999999,0.081,2020-21
11240,Joe Ingles,UTA,33.0,203.2,99.79024,None,Australia,Undrafted,Undrafted,Undrafted,67,12.1,3.6,4.7,11.8,0.013999999999999999,0.10800000000000001,0.162,0.672,0.23800000000000002,2020-21
11241,Joel Embiid,PHI,27.0,213.36,127.00576000000001,Kansas,Cameroon,2014,1,3,51,28.5,10.6,2.8,12.0,0.078,0.254,0.35200000000000004,0.636,0.156,2020-21
11242,John Collins,ATL,23.0,205.74,106.59411999999999,Wake Forest,USA,2017,1,19,63,17.6,7.4,1.2,4.3,0.064,0.183,0.214,0.645,0.065,2020-21
11243,John Konchar,MEM,25.0,195.58,95.25432,Indiana-Purdue Fort Wayne,USA,Undrafted,Undrafted,Undrafted,43,4.3,3.0,1.1,2.1,0.057,0.161,0.124,0.608,0.111,2020-21
11244,John Wall,HOU,30.0,190.5,95.25432,Kentucky,USA,2010,1,1,40,20.6,3.2,6.9,-5.7,0.012,0.084,0.316,0.503,0.365,2020-21
11245,Jonas Valanciunas,MEM,29.0,210.82,120.20188,None,Lithuania,2011,1,5,62,17.1,12.5,1.8,3.8,0.134,0.289,0.217,0.636,0.09699999999999999,2020-21
11246,Jontay Porter,MEM,21.0,210.82,108.86208,Missouri,USA,Undrafted,Undrafted,Undrafted,11,2.0,1.3,0.1,0.9,0.065,0.149,0.182,0.64,0.033,2020-21
11247,Jordan Bell,GSW,26.0,203.2,97.975872,Oregon,USA,2017,2,38,6,2.5,4.0,1.2,-17.0,0.069,0.18899999999999997,0.14,0.32799999999999996,0.13,2020-21
11248,Jordan Bone,ORL,23.0,187.96,81.64656,Tennessee,USA,2019,2,57,14,4.0,1.7,1.3,-14.3,0.018000000000000002,0.102,0.121,0.519,0.14300000000000002,2020-21
11249,Jordan Clarkson,UTA,29.0,193.04,87.996848,Missouri,USA,2014,2,46,68,18.4,4.0,2.5,7.8,0.025,0.11699999999999999,0.28600000000000003,0.5489999999999999,0.149,2020-21
11250,Jeremiah Martin,CLE,25.0,187.96,83.91452,Memphis,USA,Undrafted,Undrafted,Undrafted,9,2.4,0.8,0.4,-16.7,0.021,0.065,0.22,0.313,0.091,2020-21
11251,Jerami Grant,DET,27.0,203.2,95.25432,Syracuse,USA,2014,2,39,54,22.3,4.6,2.8,-3.2,0.018000000000000002,0.11800000000000001,0.278,0.556,0.145,2020-21
11252,Jeff Teague,MIL,33.0,190.5,88.45044,Wake Forest,USA,2009,1,19,55,6.7,1.6,2.4,2.8,0.016,0.07400000000000001,0.174,0.562,0.182,2020-21
11253,Jeff Green,BKN,34.0,203.2,106.59411999999999,Georgetown,USA,2007,1,5,68,11.0,3.9,1.6,3.3,0.019,0.11599999999999999,0.154,0.624,0.08,2020-21
11254,James Wiseman,GSW,20.0,213.36,108.86208,Memphis,USA,2020,1,2,39,11.5,5.8,0.7,-8.8,0.063,0.19,0.231,0.552,0.05,2020-21
11255,Jared Dudley,LAL,35.0,198.12,107.501304,Boston College,USA,2007,1,22,12,0.5,1.8,0.4,-1.7,0.047,0.213,0.055999999999999994,0.33299999999999996,0.081,2020-21
11256,Jared Harper,NYK,23.0,177.8,79.3786,Auburn,USA,Undrafted,Undrafted,Undrafted,8,0.4,0.3,0.1,-16.4,0.0,0.091,0.2,0.26,0.125,2020-21
11257,Jaren Jackson Jr.,MEM,21.0,210.82,109.769264,Michigan State,USA,2018,1,4,11,14.4,5.6,1.1,-10.5,0.06,0.16399999999999998,0.252,0.551,0.07400000000000001,2020-21
11258,Jarred Vanderbilt,MIN,22.0,205.74,97.068688,Kentucky,USA,2018,2,41,64,5.4,5.8,1.2,-1.1,0.096,0.21100000000000002,0.11800000000000001,0.612,0.091,2020-21
11259,Jarrell Brantley,UTA,25.0,195.58,113.398,College of Charleston,USA,2019,2,50,28,2.3,1.0,0.5,-9.1,0.059000000000000004,0.125,0.182,0.605,0.17,2020-21
11260,Jarrett Allen,CLE,23.0,210.82,110.22285600000001,Texas-Austin,USA,2017,1,22,63,12.8,10.0,1.7,-5.6,0.106,0.23199999999999998,0.163,0.6609999999999999,0.087,2020-21
11261,Jordan McLaughlin,MIN,25.0,180.34,83.91452,Southern California,USA,Undrafted,Undrafted,Undrafted,51,5.0,2.1,3.8,-6.3,0.02,0.09,0.133,0.502,0.292,2020-21
11262,Jarrett Culver,MIN,22.0,198.12,88.45044,Texas Tech,USA,2019,1,6,34,5.3,3.1,0.7,-10.7,0.059000000000000004,0.132,0.179,0.47600000000000003,0.079,2020-21
11263,Jaxson Hayes,NOP,21.0,210.82,99.79024,Texas-Austin,USA,2019,1,8,60,7.5,4.3,0.6,-0.9,0.087,0.161,0.156,0.675,0.057,2020-21
11264,Jay Scrubb,LAC,20.0,195.58,99.79024,                                   ,USA,2020,2,55,4,8.8,3.5,0.3,-2.8,0.022000000000000002,0.14,0.217,0.45799999999999996,0.015,2020-21
11265,Myles Turner,IND,25.0,210.82,113.398,Texas-Austin,USA,2015,1,11,47,12.6,6.5,1.0,1.3,0.043,0.159,0.16699999999999998,0.599,0.047,2020-21
11266,Jaylen Brown,BOS,24.0,198.12,101.151016,California,USA,2016,1,3,58,24.7,6.0,3.4,1.8,0.035,0.136,0.29,0.586,0.162,2020-21
11267,Jaylen Hoard,OKC,22.0,203.2,97.975872,Wake Forest,France,Undrafted,Undrafted,Undrafted,19,6.1,3.4,1.3,-9.1,0.061,0.128,0.156,0.547,0.11,2020-21
11268,Jaylen Nowell,MIN,21.0,193.04,91.171992,Washington,USA,2019,2,43,42,9.0,2.3,1.5,-6.6,0.022000000000000002,0.098,0.20600000000000002,0.528,0.13,2020-21
11269,Jayson Tatum,BOS,23.0,203.2,95.25432,Duke,USA,2017,1,3,64,26.4,7.4,4.3,3.0,0.021,0.188,0.298,0.5760000000000001,0.196,2020-21
11270,Javonte Green,CHI,27.0,193.04,92.98635999999999,Radford,USA,Undrafted,Undrafted,Undrafted,41,3.6,1.7,0.4,1.8,0.055999999999999994,0.1,0.122,0.61,0.048,2020-21
11271,Kevin Love,CLE,32.0,203.2,113.851592,UCLA,USA,2008,1,5,25,12.2,7.4,2.5,-6.5,0.026000000000000002,0.272,0.21100000000000002,0.556,0.153,2020-21
11272,Jordan Nwora,MIL,22.0,203.2,102.0582,Louisville,USA,2020,2,45,30,5.7,2.0,0.2,-0.3,0.033,0.162,0.254,0.586,0.04,2020-21
11273,Josh Green,DAL,20.0,195.58,90.7184,Arizona,Australia,2020,1,18,39,2.6,2.0,0.7,1.9,0.059000000000000004,0.11,0.11199999999999999,0.49,0.083,2020-21
11274,Kawhi Leonard,LAC,30.0,200.66,102.0582,San Diego State,USA,2011,1,15,52,24.8,6.5,5.2,12.2,0.034,0.161,0.282,0.622,0.23800000000000002,2020-21
11275,Keita Bates-Diop,SAS,25.0,203.2,103.872568,Ohio State,USA,2018,2,48,30,2.6,1.6,0.4,-7.7,0.037000000000000005,0.154,0.14400000000000002,0.518,0.075,2020-21
11276,Kelan Martin,IND,25.0,195.58,104.32616,Butler,USA,Undrafted,Undrafted,Undrafted,35,4.5,2.2,0.5,15.6,0.052000000000000005,0.159,0.19899999999999998,0.551,0.071,2020-21
11277,Keldon Johnson,SAS,21.0,195.58,99.79024,Kentucky,USA,2019,1,29,69,12.8,6.0,1.8,-3.8,0.045,0.163,0.18899999999999997,0.557,0.087,2020-21
11278,Keljin Blevins,POR,25.0,193.04,90.7184,Montana State,USA,2019,Undrafted,Undrafted,17,0.7,0.6,0.2,-22.2,0.031,0.071,0.126,0.3,0.083,2020-21
11279,Kelly Olynyk,HOU,30.0,210.82,108.86208,Gonzaga,Canada,2013,1,13,70,13.5,7.0,2.9,-2.5,0.043,0.196,0.19,0.61,0.151,2020-21
11280,Kelly Oubre Jr.,GSW,25.0,200.66,92.079176,Kansas,USA,2015,1,15,55,15.4,6.0,1.3,-4.6,0.046,0.135,0.215,0.529,0.067,2020-21
11281,Kemba Walker,OKC,31.0,182.88,83.46092800000001,Connecticut,USA,2011,1,9,43,19.3,4.0,4.9,3.1,0.012,0.113,0.256,0.5589999999999999,0.233,2020-21
11282,Kendrick Nunn,MIA,25.0,187.96,86.18248,Oakland,USA,Undrafted,Undrafted,Undrafted,56,14.6,3.2,2.6,-0.4,0.013000000000000001,0.096,0.205,0.596,0.14,2020-21
11283,Kenrich Williams,OKC,26.0,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,66,8.0,4.1,2.3,-6.3,0.055999999999999994,0.129,0.14800000000000002,0.599,0.153,2020-21
11284,Kent Bazemore,GSW,31.0,193.04,88.45044,Old Dominion,USA,Undrafted,Undrafted,Undrafted,67,7.2,3.4,1.6,5.9,0.019,0.14,0.159,0.564,0.10800000000000001,2020-21
11285,Kentavious Caldwell-Pope,LAL,28.0,195.58,92.532768,Georgia,USA,2013,1,8,67,9.7,2.7,1.9,3.3,0.015,0.081,0.139,0.588,0.091,2020-21
11286,Kenyon Martin Jr.,HOU,20.0,198.12,97.52228000000001,None,USA,2020,2,52,45,9.3,5.4,1.1,-11.5,0.063,0.159,0.154,0.59,0.068,2020-21
11287,Kevin Durant,BKN,32.0,208.28,108.86208,Texas-Austin,USA,2007,1,2,35,26.9,7.1,5.6,10.7,0.012,0.18,0.303,0.6659999999999999,0.252,2020-21
11288,Kevin Huerter,ATL,22.0,200.66,86.18248,Maryland,USA,2018,1,19,69,11.9,3.3,3.5,1.7,0.017,0.09,0.16699999999999998,0.541,0.161,2020-21
11289,Karl-Anthony Towns,MIN,25.0,210.82,112.490816,Kentucky,USA,2015,1,1,50,24.8,10.6,4.5,-0.1,0.075,0.237,0.28600000000000003,0.612,0.21600000000000003,2020-21
11290,Karim Mane,ORL,21.0,190.5,86.18248,None,Senegal,Undrafted,Undrafted,Undrafted,10,1.1,1.4,0.4,-12.0,0.01,0.151,0.085,0.36200000000000004,0.061,2020-21
11291,KZ Okpala,MIA,22.0,203.2,97.52228000000001,Stanford,USA,2019,2,32,37,2.5,1.8,0.5,-6.8,0.047,0.10400000000000001,0.115,0.44799999999999995,0.06,2020-21
11292,Juwan Morgan,UTA,24.0,200.66,105.23334399999999,Indiana,USA,Undrafted,Undrafted,Undrafted,29,1.2,1.0,0.3,-34.1,0.051,0.133,0.102,0.529,0.10099999999999999,2020-21
11293,Josh Hall,OKC,20.0,205.74,86.18248,None,USA,Undrafted,Undrafted,Undrafted,21,4.1,2.8,1.3,-13.2,0.016,0.151,0.174,0.363,0.11800000000000001,2020-21
11294,Josh Hart,NOP,26.0,195.58,97.52228000000001,Villanova,USA,2017,1,30,47,9.2,8.0,2.3,-0.2,0.039,0.23399999999999999,0.133,0.5660000000000001,0.109,2020-21
11295,Josh Jackson,DET,24.0,203.2,93.89354399999999,Kansas,USA,2017,1,4,62,13.4,4.1,2.3,-3.4,0.035,0.12300000000000001,0.254,0.516,0.15,2020-21
11296,Josh Okogie,MIN,22.0,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,59,5.4,2.6,1.1,-6.6,0.048,0.079,0.11900000000000001,0.524,0.07200000000000001,2020-21
11297,Josh Richardson,DAL,27.0,195.58,90.7184,Tennessee,USA,2015,2,40,59,12.1,3.3,2.6,-0.2,0.027999999999999997,0.079,0.18100000000000002,0.537,0.12300000000000001,2020-21
11298,Jrue Holiday,MIL,31.0,190.5,92.98635999999999,UCLA,USA,2009,1,17,59,17.7,4.5,6.1,9.2,0.037000000000000005,0.09300000000000001,0.217,0.5920000000000001,0.253,2020-21
11299,Juan Toscano-Anderson,GSW,28.0,198.12,94.800728,Marquette,USA,Undrafted,Undrafted,Undrafted,53,5.7,4.4,2.8,3.8,0.026000000000000002,0.172,0.10800000000000001,0.6759999999999999,0.18100000000000002,2020-21
11300,Jordan Poole,GSW,22.0,193.04,87.996848,Michigan,USA,2019,1,28,51,12.0,1.8,1.9,0.7,0.015,0.07400000000000001,0.24600000000000002,0.581,0.161,2020-21
11301,Juancho Hernangomez,MIN,25.0,205.74,97.068688,None,Spain,2016,1,15,52,7.2,3.9,0.7,-4.9,0.047,0.177,0.16699999999999998,0.5489999999999999,0.055,2020-21
